"ID","Name","Macroarea","Latitude","Longitude","Glottocode","ISO639P3code"
"glw","Glavda","Africa",11.1334,13.8652,"glav1244","glw"
"ahn","Àhàn","Africa",7.44139,6.00896,"ahan1244","ahn"
"aye","Ayere","Africa",7.52206,6.01979,"ayer1245","aye"
"rng","Ronga","Africa",-26.7329,32.6167,"rong1268","rng"
"wni","Ndzwani Comorian","Africa",-12.2123,44.3709,"ndzw1235","wni"
"biv","Southern Birifor","Africa",9.2873,-2.72672,"sout2790","biv"
"cwt","Kuwaataay","Africa",12.48255,-16.74835,"kuwa1246","cwt"
"ati","Attié","Africa",5.9977,-3.8209,"atti1239","ati"
"aoa","Angolar","Africa",0.11438,6.59486,"ango1258","aoa"
"hae","Eastern Oromo","Africa",8.67428,41.4395,"east2652","hae"
"pov","Upper Guinea Crioulo","Africa",13.2335066667,-15.33254,"uppe1455","pov"
"bss","Akoose","Africa",4.9243,9.65522,"akoo1248","bss"
"bqz","Bakaka","Africa",4.79991,9.80402,"baka1273","bqz"
"bqz","Bakaka","Africa",4.79991,9.80402,"baka1273","bqz"
"bqz","Bakaka","Africa",4.79991,9.80402,"baka1273","bqz"
"mbo","Mbo (Cameroon)","Africa",5.13981,9.92766,"mboc1235","mbo"
"bsi","Bassossi","Africa",5.23655,9.52275,"bass1260","bsi"
"mbo","Mbo (Cameroon)","Africa",5.13981,9.92766,"mboc1235","mbo"
"lir","Kru Pidgin English","Africa",6.423,-10.5284,"libe1240","lir"
"ggu","Gban","Africa",6.40859,-5.51851,"gagu1242","ggu"
"eto","Eton-Mengisa","Africa",4.21045,11.3935,"eton1253","eto"
"rcf","Réunion Creole French","Africa",-21.1131,55.5321,"reun1238","rcf"
"mls","Masalit","Africa",13.2733,22.1752,"nucl1440","mls"
"cri","Sãotomense","Africa",0.28332,6.61935,"saot1239","cri"
"tan","Tangale","Africa",9.75444,11.3228,"nucl1696","tan"
"suk","Sukuma","Africa",-3.16082,32.8765,"suku1261","suk"
"mfe","Morisyen","Africa",-20.2613,57.5517,"mori1278","mfe"
"kri","Krio","Africa",10.8811,-14.3204,"krio1253","kri"
"ktu","Kituba (Democratic Republic of Congo)","Africa",-2.29601,17.1548,"kitu1246","ktu"
"aks","Akaselem","Africa",8.8858,1.37035,"akas1242","aks"
"bag","Tuki","Africa",4.64348,11.5353,"tuki1240","bag"
"bkc","Baka (Cameroon)","Africa",2.16013,13.7804,"baka1272","bkc"
"bmv","Bum","Africa",6.48655,10.418,"bumm1238","bmv"
"dbq","Daba","Africa",10.3521,13.6318,"nucl1683","dbq"
"gou","Gavar","Africa",10.5603,13.8188,"gava1241","gou"
"gde","Gude","Africa",10.2138,13.403,"gude1246","gde"
"lno","Lango (Sudan)","Africa",4.04948,33.0412,"lang1322","lno"
"ahl","Igo","Africa",7.25499,0.67846,"igoo1238","ahl"
"kkj","Kako","Africa",3.79989,15.6282,"kako1242","kkj"
"knp","Kwanja","Africa",6.30293,11.6931,"kwan1276","knp"
"mcu","Cameroon Mambila","Africa",6.43829,11.41953,"came1252","mcu"
"meq","Merey","Africa",10.7458,14.09,"mere1246","meq"
"mfi","Wandala","Africa",11.3169,13.8996,"wand1278","mfi"
"coh","Chonyi-Dzihana-Kauma","Africa",-3.79746,39.7553,"chon1287","coh"
"dig","Digo","Africa",-4.62101,39.1752,"digo1243","dig"
"dug","Duruma","Africa",-4.09629,39.322,"duru1249","dug"
"nyf","Giryama","Africa",-3.30638,39.6648,"giry1241","nyf"
"nyf","Giryama","Africa",-3.30638,39.6648,"giry1241","nyf"
"","Kambe","Africa",NA,NA,"kamb1298",""
"","Kauma","Africa",NA,NA,"kaum1238",""
"nyf","Giryama","Africa",-3.30638,39.6648,"giry1241","nyf"
"nyf","Giryama","Africa",-3.30638,39.6648,"giry1241","nyf"
"mlr","Vame","Africa",10.9481,14.2131,"vame1236","mlr"
"mmu","Mmaala","Africa",4.52188,11.0599,"mmaa1238","mmu"
"mpi","Mpade","Africa",12.4609,14.5833,"mpad1242","mpi"
"mif","Mofu-Gudur","Africa",10.567,14.0314,"mofu1248","mif"
"mtk","Mbe'","Africa",6.25838,11.0906,"mbee1250","mtk"
"ncr","Ncane","Africa",6.50696,10.5312,"ncan1245","ncr"
"nfu","Southern Mfumte","Africa",6.6,10.936386,"mfum1238","nfu"
"njy","Njyem","Africa",2.30483,14.1175,"njye1238","njy"
"box","Buamu","Africa",11.1687,-3.50303,"buam1238","box"
"ktf","Kwami","Africa",-1.53712,27.4633,"kwam1250","ktf"
"goa","Guro","Africa",7.34954,-6.31154,"guro1248","goa"
"kea","Kabuverdianu","Africa",15.0586,-23.6148,"kabu1256","kea"
"nku","Bouna Kulango","Africa",8.46011,-2.74627,"boun1243","nku"
"tsb","Tsamai","Africa",5.3097,36.9139,"tsam1247","tsb"
"tzm","Central Moroccan Berber","Africa",32.7415,-2.40872,"cent2194","tzm"
"siz","Siwi","Africa",29.200415,25.519627,"siwi1239","siz"
"ndj","Ndamba","Africa",-8.40485,36.0271,"ndam1239","ndj"
"bva","Barain","Africa",11.1168,18.0764,"bare1279","bva"
"bva","Barain","Africa",11.1168,18.0764,"bare1279","bva"
"bva","Barain","Africa",11.1168,18.0764,"bare1279","bva"
"bva","Barain","Africa",11.1168,18.0764,"bare1279","bva"
"tbi","Gaam","Africa",11.4674,33.9797,"gaam1241","tbi"
"mij","Mungbam","Africa",6.5805,10.2267,"abar1238","mij"
"boe","Mundabli","Africa",6.59969,10.2704,"mund1328","boe"
"muc","Ajumbu","Africa",6.53792,10.2556,"mbuu1238","muc"
"kid","Koshin","Africa",6.5817,10.299,"kosh1246","kid"
"fak","Fang (Cameroon)","Africa",6.54384,10.319,"fang1248","fak"
"knk","Kuranko","Africa",9.49325,-10.6122,"kura1250","knk"
"nie","Niellim","Africa",9.70362,17.81346,"niel1243","nie"
"gis","North Giziga","Africa",10.6755,14.219,"nort3047","gis"
"","Moghamo","Africa",NA,NA,"mogh1246",""
"bri","Mokpwe","Africa",4.24178,9.23887,"mokp1239","bri"
"sif","Siamou","Africa",10.998,-4.92143,"siam1242","sif"
"nnh","Ngiemboon","Africa",5.56777,10.1266,"ngie1241","nnh"
"yas","Nugunu (Cameroon)","Africa",4.63103,11.1837,"nugu1242","yas"
"nza","Tigon Mbembe","Africa",6.983995,10.70849,"tigo1236","nza"
"orc","Orma","Africa",-1.79489,39.60749,"orma1241","orc"
"pny","Pinyin","Africa",5.7991,10.0682,"piny1238","pny"
"","Pana","Africa",NA,NA,"pana1294",""
"atu","Reel","Africa",6.32234,30.49451,"reel1238","atu"
"udl","Wuzlam","Africa",10.955,14.1378,"wuzl1236","udl"
"les","Lese","Africa",1.3,29.3,"lese1243","les"
"neb","Toura (Côte d'Ivoire)","Africa",7.76747,-7.33105,"tour1242","neb"
"gwe","Gweno","Africa",-3.68407,37.6827,"gwen1239","gwe"
"suw","Sumbwa","Africa",-3.47335,31.9457,"sumb1240","suw"
"zin","Zinza","Africa",-2.64132,32.1755,"zinz1238","zin"
"mer","Meru","Africa",0.26484,37.7396,"meru1245","mer"
"hka","Kahe","Africa",-3.51412,37.5759,"kahe1238","hka"
"han","Hangaza","Africa",-2.52347,30.7074,"hang1260","han"
"old","Mochi","Africa",-3.33743,37.3357,"moch1256","old"
"ssc","Suba-Simbiti","Africa",-1.103296,34.268,"suba1252","ssc"
"kya","Kwaya","Africa",-1.80737,33.71,"kway1241","kya"
"www","Wawa","Africa",6.68974,11.7802,"wawa1246","www"
"shi","Tachelhit","Africa",29.7854,-7.77879,"tach1250","shi"
"tug","Tunia","Africa",9.42506,18.2059,"tuni1251","tug"
"sef","Cebaara Senoufo","Africa",9.50768,-6.15264,"ceba1235","sef"
"flr","Fuliiru","Africa",-3.04022,28.9865,"fuli1240","flr"
"sad","Sandawe","Africa",-5.26918,35.4808,"sand1273","sad"
"tvd","Tsuvadi","Africa",10.8421,5.22095,"tsuv1239","tvd"
"etu","Ejagham","Africa",5.54442,8.90959,"ejag1239","etu"
"ybb","Yemba","Africa",5.47421,10.0214,"yemb1246","ybb"
"bfj","Bafanji","Africa",5.84612,10.4518,"bafa1249","bfj"
"bji","Burji","Africa",4.44624,38.4646,"burj1242","bji"
"blo","Anii","Africa",9.11127,1.60169,"anii1245","blo"
"fip","Fipa","Africa",-7.88963,31.3442,"fipa1238","fip"
"naw","Nawuri","Africa",8.45116,0.04947,"nawu1242","naw"
"myo","Anfillo","Africa",8.568,34.647,"anfi1235","myo"
"nto","Ntomba","Africa",-1.99062,18.265,"ntom1248","nto"
"tbr","Tumtum","Africa",10.6378,30.4128,"tumt1243","tbr"
"uiv","Iyive","Africa",6.50437,9.53302,"iyiv1238","uiv"
"btx","Batak Karo","Papunesia",2.12787,98.2517,"bata1293","btx"
"tgl","Tagalog","Papunesia",14.06,121.747,"taga1270","tgl"
"ssb","Southern Sama","Papunesia",4.755836,119.483887,"sout2918","ssb"
"kqr","Kimaragang","Papunesia",6.61982,116.96,"kima1244","kqr"
"beg","Lemeting","Papunesia",4.96207,114.933,"bela1260","beg"
"ilo","Iloko","Papunesia",15.9361,120.993,"ilok1237","ilo"
"cjm","Eastern Cham","Eurasia",11.2853,108.49,"east2563","cjm"
"mkm","Moklen","Eurasia",8.16761,98.3176,"mokl1243","mkm"
"mwt","Moken","Eurasia",10.1474,98.6765,"moke1242","mwt"
"nia","Nias","Papunesia",0.90691,97.4961,"nias1242","nia"
"jav","Javanese","Papunesia",-0.572307,110.885,"java1254","jav"
"blf","Buol","Papunesia",0.97727,121.519,"buol1237","blf"
"mak","Makasar","Papunesia",-5.65551,119.838,"maka1311","mak"
"xmz","Mori Bawah","Papunesia",-2.56016,121.37,"mori1268","xmz"
"xbr","Kambera","Papunesia",-9.88447,120.235,"kamb1299","xbr"
"tet","Tetum","Papunesia",-9.11217,125.528,"tetu1245","tet"
"lti","Leti (Indonesia)","Papunesia",-8.19808,127.674,"leti1246","lti"
"mky","East Makian","Papunesia",0.07337,127.423,"east2440","mky"
"bhw","Biak","Papunesia",-0.9523,135.879,"biak1248","bhw"
"abs","Ambonese Malay","Papunesia",-3.71342,128.184,"ambo1250","abs"
"bpq","Banda Malay","Papunesia",-4.55565,129.905,"band1353","bpq"
"xmm","Manado Malay","Papunesia",1.48099,124.843,"mala1481","xmm"
"mkn","Kupang Malay","Papunesia",-10.2526,123.63,"kupa1239","mkn"
"lrt","Larantuka Malay","Papunesia",-8.4746,122.7619,"lara1260","lrt"
"max","North Moluccan Malay","Papunesia",-0.86437,128.323,"nort2828","max"
"ind","Indonesian","Papunesia",-7.33458,109.716,"indo1316","ind"
"mad","Madurese","Papunesia",-7,113,"nucl1460","mad"
"ceb","Cebuano","Papunesia",8.38799,124.367,"cebu1242","ceb"
"ban","Balinese","Papunesia",-8.35714,115.075,"bali1278","ban"
"bug","Buginese","Papunesia",-4.47,119.977,"bugi1244","bug"
"bcl","Coastal-Naga Bikol","Papunesia",13.7574,123.403,"cent2087","bcl"
"hil","Hiligaynon","Papunesia",10.4018,122.974,"hili1240","hil"
"pam","Pampanga","Papunesia",14.9603,120.502,"pamp1243","pam"
"min","Minangkabau","Papunesia",4.17,96.25,"mina1268","min"
"pag","Pangasinan","Papunesia",15.9377,120.365,"pang1290","pag"
"tes","Tengger","Papunesia",-7.89069,113.037,"teng1272","tes"
"","Abujmaria","Eurasia",NA,NA,"abuj1237",""
"apq","A-Pucikwar","Eurasia",12.241,92.7965,"apuc1241","apq"
"njm","Angami Naga","Eurasia",25.6841,93.8668,"anga1288","njm"
"njo","Ao Naga","Eurasia",26.3241,94.3824,"aona1235","njo"
"apt","Apatani","Eurasia",27.1933,93.7284,"apat1240","apt"
"asm","Assamese","Eurasia",26.0876,91.2932,"assa1263","asm"
"awa","Awadhi","Eurasia",27.5907,82.4663,"awad1243","awa"
"bfq","Badaga","Eurasia",11.3094,76.5974,"bada1257","bfq"
"bft","Balti","Eurasia",34.4491,77.2859,"balt1258","bft"
"lmn","Lambadi","Eurasia",16.5734,76.9717,"lamb1269","lmn"
"ben","Bengali","Eurasia",24,90,"beng1280","ben"
"bhb","Bhili","Eurasia",20.85,73.9592,"bhil1251","bhb"
"unr","Mundari","Eurasia",25.0391,87.1792,"mund1320","unr"
"bwo","Boro (Ethiopia)","Africa",10.6596,35.345,"boro1277","bwo"
"bkk","Brokskat","Eurasia",34.5308,76.6026,"brok1247","bkk"
"bns","Bundeli","Eurasia",24.8982,78.9542,"bund1253","bns"
"cdn","Chaudangsi","Eurasia",29.7033,80.4832,"chau1259","cdn"
"nri","Chokri Naga","Eurasia",25.5636,94.2887,"chok1243","nri"
"drd","Darma","Eurasia",29.8629,80.5439,"darm1243","drd"
"gaq","Gata'","Eurasia",18.6076,82.984,"gata1239","gaq"
"gda","Gade Lohar","Eurasia",25.8583,78.2187,"gade1236","gda"
"adl","Galo","Eurasia",27.749,96.311,"galo1242","adl"
"grt","Garo","Eurasia",25.2954,90.462,"garo1247","grt"
"gju","Gujari","Eurasia",34.3768,73.1461,"guja1253","gju"
"guj","Gujarati","Eurasia",22.687,71.0962,"guja1252","guj"
"gbj","Bodo Gadaba","Eurasia",18.3857,82.771,"bodo1267","gbj"
"hlb","Halbi","Eurasia",20.3081,81.3742,"halb1244","hlb"
"hin","Hindi","Eurasia",25,77,"hind1269","hin"
"hoc","Ho","Eurasia",23.9596,87.1188,"hooo1248","hoc"
"iru","Irula of the Nilgiri","Eurasia",12.70645,79.95209,"irul1243","iru"
"jns","Jaunsari","Eurasia",30.5587,77.9084,"jaun1243","jns"
"jun","Juang","Eurasia",21.2606,85.5845,"juan1238","jun"
"xnr","Kangri","Eurasia",31.915,76.366,"kang1280","xnr"
"kan","Kannada","Eurasia",13.5878,76.1198,"nucl1305","kan"
"saz","Saurashtra","Eurasia",9.99172,77.9427,"saur1248","saz"
"mjw","Hills Karbi","Eurasia",25.7317,93.0462,"karb1241","mjw"
"iru","Irula of the Nilgiri","Eurasia",12.70645,79.95209,"irul1243","iru"
"kas","Kashmiri","Eurasia",34.166825,74.330455,"kash1277","kas"
"xuj","Jennu Kurumba","Eurasia",11.5041,76.5767,"jenn1240","xuj"
"khr","Kharia","Eurasia",22.3571,84.3922,"khar1287","khr"
"kha","Khasi","Eurasia",24.977,91.9998,"khas1269","kha"
"nkh","Khezha Naga","Eurasia",25.7078,94.3114,"khez1235","nkh"
"kfa","Kodava","Eurasia",12.2443,75.9161,"koda1255","kfa"
"kfb","Northwestern Kolami","Eurasia",20.1022,78.4934,"nort2699","kfb"
"kfc","Konda-Dora","Eurasia",18.26754,82.93402,"kond1295","kfc"
"gau","Mudhili Gadaba","Eurasia",18.276,83.378,"mudh1235","gau"
"knn","Konkani","Eurasia",19.2414,73.9166,"konk1267","knn"
"kfd","Korra Koraga","Eurasia",12.9163,75.2,"korr1238","kfd"
"kfq","Korku","Eurasia",21.8358,77.5541,"kork1243","kfq"
"kfe","Kota (India)","Eurasia",11.4978,76.9387,"kota1263","kfe"
"kff","Koya","Eurasia",17.6772,81.2096,"koya1251","kff"
"kxu","Kui (India)","Eurasia",19.2043,83.5859,"kuii1252","kxu"
"kfy","Kumaoni","Eurasia",29.5622,80.0171,"kuma1273","kfy"
"kru","Kurukh","Eurasia",24.4644,86.4657,"kuru1302","kru"
"kxv","Kuvi","Eurasia",18.8832,83.7552,"kuvi1243","kxv"
"lbj","Leh-Kenhat","Eurasia",33.468,80.6013,"lada1244","lbj"
"lmn","Lambadi","Eurasia",16.5734,76.9717,"lamb1269","lmn"
"lep","Lepcha","Eurasia",27.0869,88.5726,"lepc1244","lep"
"njh","Lotha Naga","Eurasia",26.01396,94.04355,"loth1237","njh"
"lus","Mizo","Eurasia",22.6138,92.6247,"lush1249","lus"
"mai","Maithili","Eurasia",26.3817,86.2211,"mait1250","mai"
"mal","Malayalam","Eurasia",9.59208,76.7651,"mala1464","mal"
"mjt","Sauria Paharia","Eurasia",24.8124,87.6432,"saur1249","mjt"
"mni","Manipuri","Eurasia",24.4409,93.3426,"mani1292","mni"
"nbi","Mao Naga","Eurasia",25.3836,94.0035,"maon1238","nbi"
"mar","Marathi","Eurasia",17.9344,76.6665,"mara1378","mar"
"mxj","Kman","Eurasia",28.4732,97.0444,"miju1243","mxj"
"","Mising","",NA,NA,"miny1240",""
"nmo","Moyon","Eurasia",24.4793,94.3421,"moyo1238","nmo"
"unr","Mundari","Eurasia",25.0391,87.1792,"mund1320","unr"
"","Naiki","Eurasia",NA,NA,"naik1250",""
"npi","Nepali","Eurasia",28,85,"nepa1254","npi"
"ncb","Central Nicobarese","Eurasia",7.94812,93.3921,"cent1990","ncb"
"gdb","Pottangi Ollar Gadaba","Eurasia",18.5968,82.7586,"pott1240","gdb"
"ory","Odia","Eurasia",21,85,"oriy1255","ory"
"pck","Paite Chin","Eurasia",24.0381,93.6136,"pait1244","pck"
"pci","Duruwa","Eurasia",19.0534,82.4881,"duru1236","pci"
"lae","Pattani","Eurasia",32.6963,76.5966,"patt1248","lae"
"peg","Pengo","Eurasia",19.3435,83.6552,"peng1244","peg"
"pan","Eastern Panjabi","Eurasia",30.0368,75.6702,"panj1256","pan"
"bfw","Bondo","Eurasia",19.1512,83.8141,"bond1245","bfw"
"san","Sanskrit","Eurasia",20,77,"sans1269","san"
"sat","Santali","Eurasia",25.0317,87.8185,"sant1410","sat"
"nsm","Sumi Naga","Eurasia",25.9996,94.4235,"sumi1235","nsm"
"scl","Shina","Eurasia",34.6515,75.287,"shin1264","scl"
"snd","Sindhi","Eurasia",26,69,"sind1272","snd"
"srb","Sora","Eurasia",19.1213,84.19,"sora1254","srb"
"tam","Tamil","Eurasia",10.520219,78.825989,"tami1289","tam"
"nmf","Tangkhul Naga","Eurasia",25.0489,94.3567,"tang1336","nmf"
"nst","Pangwa Naga","Eurasia",27.2572,96.3855,"tase1235","nst"
"tel","Telugu","Eurasia",16.4529,78.7024,"telu1262","tel"
"tcz","Thado Chin","Eurasia",24.096,93.722,"thad1238","tcz"
"tcx","Toda","Eurasia",11.4184,77.0168,"toda1252","tcx"
"trp","Kok Borok","Eurasia",23.1916,91.4673,"kokb1239","trp"
"tcy","Tulu","Eurasia",12.8114,75.2651,"tulu1258","tcy"
"url","Urali of Idukki","Eurasia",10.8519,76.8007,"ural1274","url"
"urd","Urdu","Eurasia",25,67,"urdu1245","urd"
"vaa","Vaagri Booli","Eurasia",12.215,79.5335,"vaag1238","vaa"
"yea","Ravula","Eurasia",12.3231,75.6265,"ravu1237","yea"
"yeu","Yerukula","Eurasia",17.3702,81.9748,"yeru1240","yeu"
"alc","Qawasqar","South America",-49.703,-75.3756,"qawa1238","alc"
"arn","Mapudungun","South America",-38.7392,-71.277,"mapu1245","arn"
"aca","Achagua","South America",4.38649,-72.2005,"acha1250","aca"
"apu","Apurinã","South America",-8.21692,-66.7714,"apur1254","apu"
"arw","Lokono","South America",5.64295,-56.9243,"araw1276","arw"
"cni","Asháninka","South America",-11.9311,-73.9073,"asha1243","cni"
"cpc","Ajyíninka Apurucayali","South America",-9.82364,-74.61947,"ajyi1238","cpc"
"prq","Ashéninka Perené","South America",-10.9777,-74.9153,"ashe1272","prq"
"cpu","Pichis Ashéninka","South America",-10.47249,-74.60281,"pich1237","cpu"
"cpb","Ucayali-Yurúa Ashéninka","South America",-9.49424,-73.1836,"ucay1237","cpb"
"bwi","Baniwa do Icana","South America",2.17859,-67.7704,"bani1255","bwi"
"bwi","Baniwa do Icana","South America",2.17859,-67.7704,"bani1255","bwi"
"bae","Baré","South America",1.91649,-66.828,"bare1276","bae"
"cbb","Cabiyarí","South America",0.16101,-71.0622,"cabi1241","cbb"
"cot","Caquinte","South America",-11.4812,-73.4451,"caqu1242","cot"
"ccc","Chamicuro","South America",-5.1149,-75.6778,"cham1318","ccc"
"kpc","Curripaco","South America",0.69618,-67.5028,"curr1243","kpc"
"unk","Enawené-Nawé","South America",-12.4302,-58.9802,"enaw1238","unk"
"inp","Iñapari","South America",-12.4653,-69.3083,"inap1243","inp"
"gqn","Kinikinao","South America",-19.1667,-54.0333,"guan1270","gqn"
"mpd","Machinere","South America",-10.4804,-69.7683,"mach1268","mpd"
"mcb","Machiguenga","South America",-12.1291,-72.5017,"mach1267","mcb"
"mmh","Mehináku","South America",-12.5364,-53.521,"mehi1240","mmh"
"cox","Nanti","South America",-12.1018,-72.3507,"nant1250","cox"
"not","Nomatsiguenga","South America",-11.5349,-74.4371,"noma1263","not"
"plu","Palikúr","South America",3.63993,-51.6246,"pali1279","plu"
"pbg","Paraujano","South America",10.8427,-71.8399,"para1316","pbg"
"pab","Parecís","South America",-14.5929,-57.4059,"pare1272","pab"
"pio","Piapoco","South America",4.37718,-68.5953,"piap1246","pio"
"rgr","Resígaro","South America",-2.48139,-71.3578,"resi1247","rgr"
"tae","Tariana","South America",0.440205,-68.9042,"tari1256","tae"
"ter","Terena-Kinikinao-Chane","South America",-20.6614,-56.0329,"tere1279","ter"
"wap","Wapishana","South America",2.58744,-59.8021,"wapi1253","wap"
"gae","Baniva de Maroa","South America",1.80835,-66.922505,"guar1293","gae"
"wau","Waurá","South America",-13.296,-53.6971,"waur1244","wau"
"guc","Wayuu","South America",11.395566,-72.199791,"wayu1243","guc"
"xir","Xiriâna","South America",2.69932,-62.5413,"xiri1243","xir"
"ame","Yanesha'","South America",-10.5454,-75.315,"yane1238","ame"
"yvt","Yavitero","South America",2.800281,-68.084219,"yavi1244","yvt"
"yaw","Yawalapití","South America",-12.5104,-53.4236,"yawa1261","yaw"
"pib","Yine","South America",-11.1086,-73.3087,"yine1238","pib"
"ycn","Yucuna","South America",-0.76075,-71.0033,"yucu1253","ycn"
"brg","Baure","South America",-13.1278,-64.1838,"baur1253","brg"
"ign","Ignaciano","South America",-15.1188,-65.3993,"igna1246","ign"
"dny","Deni","South America",-6.74962,-67.5029,"deni1241","dny"
"jaa","Madi","South America",-7.62223,-66.5662,"jama1261","jaa"
"jaa","Madi","South America",-7.62223,-66.5662,"jama1261","jaa"
"cul","Culina","South America",-8.55268,-70.6648,"culi1244","cul"
"pad","Paumari","South America",-5.78403,-64.2803,"paum1247","pad"
"swx","Suruahá","South America",-6.82525,-66.3146,"suru1263","swx"
"ayr","Central Aymara","South America",-17,-68.5,"cent2142","ayr"
"jqr","Jaqaru","South America",-12.8823,-75.8958,"jaqa1244","jqr"
"kwi","Awa-Cuaiquer","South America",1.21652,-78.3401,"awac1239","kwi"
"cbi","Cha'palaa","South America",0.71489,-79.0508,"chac1249","cbi"
"gum","Guambiano","South America",2.55849,-76.582,"guam1248","gum"
"cof","Tsafiki","South America",-0.21181,-79.2347,"colo1256","cof"
"boa","Bora","South America",-2.91467,-68.9093,"bora1263","boa"
"","Miraña","South America",NA,NA,"mira1254",""
"bmr","Muinane","South America",-0.8652,-72.4249,"muin1242","bmr"
"jeb","Jebero","South America",-5.40317,-76.4103,"jebe1250","jeb"
"cbt","Shawi","South America",-5.63764,-76.8252,"chay1248","cbt"
"ako","Akurio","South America",3.19607,-55.6294,"akur1238","ako"
"apy","Apalaí","South America",1.49792,-54.7457,"apal1257","apy"
"aap","Pará Arára","South America",-3.71263,-53.0657,"para1310","aap"
"bkq","Bakairí","South America",-14.2628,-54.7034,"baka1277","bkq"
"bkq","Bakairí","South America",-14.2628,-54.7034,"baka1277","bkq"
"car","Galibi Carib","South America",5.83772,-56.8323,"gali1262","car"
"car","Galibi Carib","South America",5.83772,-56.8323,"gali1262","car"
"car","Galibi Carib","South America",5.83772,-56.8323,"gali1262","car"
"cbd","Carijona","South America",1.21894,-72.0664,"cari1279","cbd"
"hix","Hixkaryána","South America",-0.16265,-58.80153,"hixk1239","hix"
"txi","Ikpeng","South America",-11.37822,-53.49553,"ikpe1245","txi"
"ake","Akawaio","South America",6.16277,-60.862,"akaw1239","ake"
"jru","Japrería","South America",10.5523,-72.7101,"japr1238","jru"
"kbb","Kaxuiâna","South America",2.17138,-55.9101,"kaxu1237","kbb"
"kui","Kuikúro-Kalapálo","South America",-12.3035,-53.2261,"kuik1246","kui"
"mbc","Macushi","South America",4.31861,-60.2209,"macu1259","mbc"
"mcg","Mapoyo","South America",5.96952,-67.2581,"mapo1246","mcg"
"mch","Maquiritari","South America",4.70705,-64.3877,"maqu1238","mch"
"pbh","Panare","South America",6.95035,-65.8483,"enap1235","pbh"
"aoc","Pemon","South America",4.97031,-61.4033,"pemo1248","aoc"
"aoc","Pemon","South America",4.97031,-61.4033,"pemo1248","aoc"
"pev","Pémono","South America",5.248,-66.082,"pemo1245","pev"
"tri","Trió","South America",2.53616,-55.7599,"trio1238","tri"
"atr","Waimiri-Atroari","South America",-0.61832,-60.4259,"waim1253","atr"
"waw","Waiwai","South America",1.50881,-59.1417,"waiw1244","waw"
"way","Wayana","South America",2.77537,-54.4429,"waya1269","way"
"yar","Yabarana","South America",5.32692,-66.276,"yaba1248","yar"
"orw","Oro Win","South America",-10.737,-64.0299,"orow1243","orw"
"pav","Wari'","South America",-10.69948,-64.56152,"wari1268","pav"
"arh","Arhuaco","South America",10.7018,-73.6363,"arhu1242","arh"
"mot","Barí","South America",9.08497,-72.9353,"bari1297","mot"
"chb","Chibcha","South America",6.24999,-74.1666,"chib1270","chb"
"cbg","Chimila","South America",10.1902,-74.2559,"chim1309","cbg"
"con","Cofán","South America",0.276675,-77.0643,"cofa1242","con"
"kog","Cogui","South America",10.9485,-73.8043,"cogu1240","kog"
"kvn","Border Kuna","South America",7.92993,-77.1664,"bord1248","kvn"
"mbp","Malayo","South America",10.9286,-73.4056,"mala1522","mbp"
"tuf","Central Tunebo","South America",6.8867,-72.097,"cent2150","tuf"
"noa","Woun Meu","South America",8.5,-78,"woun1238","noa"
"bdc","Emberá-Baudó","South America",5.2824,-76.32548,"embe1259","bdc"
"cto","Emberá-Catío","South America",7.52721,-76.7476,"embe1260","cto"
"cmi","Emberá-Chamí","South America",4.8791,-76.0749,"embe1262","cmi"
"emp","Northern Emberá","South America",7.12761,-77.574,"nort2972","emp"
"sja","Epena","South America",4.25877,-77.3566,"epen1239","sja"
"pue","Puelche","South America",-36.6376,-62.9413,"puel1244","pue"
"ona","Selk'nam","South America",-54,-68.5,"onaa1245","ona"
"teh","Tehuelche","South America",-47.5796,-68.3235,"tehu1242","teh"
"cod","Cocama-Cocamilla","South America",-4.5,-74,"coca1259","cod"
"cui","Cuiba","South America",6.19829,-69.8197,"cuib1242","cui"
"guh","Guahibo","South America",5.81736,-68.9839,"guah1255","guh"
"guo","Guayabero","South America",2.8969,-71.844,"guay1257","guo"
"mbn","Macaguán","South America",6.34582,-71.2671,"maca1259","mbn"
"axb","Abipon","South America",-29,-61,"abip1241","axb"
"kbc","Kadiwéu","South America",-19.7222,-57.582,"kadi1248","kbc"
"moc","Mocoví","South America",-28.097,-60.4145,"moco1246","moc"
"plg","Pilagá","South America",-25.0058,-60.1537,"pila1245","plg"
"tob","Toba","South America",-24.40253,-60.4472866667,"toba1269","tob"
"tob","Toba","South America",-24.40253,-60.4472866667,"toba1269","tob"
"amr","Amarakaeri","South America",-12.4931,-70.5533,"amar1274","amr"
"cht","Cholón","South America",-9.23129,-75.9621,"chol1284","cht"
"ano","Andoque","South America",-0.53751,-72.0869,"ando1256","ano"
"ash","Aewa","South America",-0.69386,-75.2183,"abis1238","ash"
"kbh","Camsá","South America",1.14537,-76.8931,"cams1241","kbh"
"cbu","Candoshi-Shapra","South America",-4.23835,-76.9347,"cand1248","cbu"
"cyb","Cayubaba","South America",-13.2482,-65.4822,"cayu1262","cyb"
"irn","Irántxe-Münkü","South America",-12.7178,-57.9806,"iran1263","irn"
"ito","Itonama","South America",-12.80431,-64.35748,"iton1250","ito"
"lec","Leco","South America",-15.0092,-67.8818,"leco1242","lec"
