IPA_for_PHOIBLE	Glottolog_code	Glottolog_nearest	Variety_name	Source	Source_ref	Comments
w	0000goreng	nyun1247	Goreng	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
i	0000goreng	nyun1247	Goreng	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
u	0000goreng	nyun1247	Goreng	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
a	0000goreng	nyun1247	Goreng	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
e	0000goreng	nyun1247	Goreng	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
o	0000goreng	nyun1247	Goreng	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
t	kani1267		Kaniyang	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ʈ	kani1267		Kaniyang	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ȶ	kani1267		Kaniyang	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
k	kani1267		Kaniyang	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
p	kani1267		Kaniyang	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
n	kani1267		Kaniyang	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ɳ	kani1267		Kaniyang	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ȵ	kani1267		Kaniyang	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ŋ	kani1267		Kaniyang	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
m	kani1267		Kaniyang	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
l	kani1267		Kaniyang	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ɭ	kani1267		Kaniyang	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ȴ	kani1267		Kaniyang	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
r	kani1267		Kaniyang	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ɻ	kani1267		Kaniyang	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
j	kani1267		Kaniyang	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
w	kani1267		Kaniyang	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
i	kani1267		Kaniyang	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
u	kani1267		Kaniyang	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
a	kani1267		Kaniyang	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
e	kani1267		Kaniyang	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
o	kani1267		Kaniyang	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
t	0000minang	nyun1247	Minang	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ʈ	0000minang	nyun1247	Minang	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ȶ	0000minang	nyun1247	Minang	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
k	0000minang	nyun1247	Minang	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
p	0000minang	nyun1247	Minang	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
n	0000minang	nyun1247	Minang	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ɳ	0000minang	nyun1247	Minang	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ȵ	0000minang	nyun1247	Minang	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ŋ	0000minang	nyun1247	Minang	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
m	0000minang	nyun1247	Minang	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
l	0000minang	nyun1247	Minang	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ɭ	0000minang	nyun1247	Minang	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ȴ	0000minang	nyun1247	Minang	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
r	0000minang	nyun1247	Minang	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ɻ	0000minang	nyun1247	Minang	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
j	0000minang	nyun1247	Minang	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
w	0000minang	nyun1247	Minang	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
i	0000minang	nyun1247	Minang	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
u	0000minang	nyun1247	Minang	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
a	0000minang	nyun1247	Minang	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
e	0000minang	nyun1247	Minang	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
o	0000minang	nyun1247	Minang	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
t	0000pinjarup	nyun1247	Pinjarup	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ʈ	0000pinjarup	nyun1247	Pinjarup	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ȶ	0000pinjarup	nyun1247	Pinjarup	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
k	0000pinjarup	nyun1247	Pinjarup	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
p	0000pinjarup	nyun1247	Pinjarup	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
n	0000pinjarup	nyun1247	Pinjarup	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ɳ	0000pinjarup	nyun1247	Pinjarup	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ȵ	0000pinjarup	nyun1247	Pinjarup	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ŋ	0000pinjarup	nyun1247	Pinjarup	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
m	0000pinjarup	nyun1247	Pinjarup	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
l	0000pinjarup	nyun1247	Pinjarup	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ɭ	0000pinjarup	nyun1247	Pinjarup	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ȴ	0000pinjarup	nyun1247	Pinjarup	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
r	0000pinjarup	nyun1247	Pinjarup	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ɻ	0000pinjarup	nyun1247	Pinjarup	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
j	0000pinjarup	nyun1247	Pinjarup	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
w	0000pinjarup	nyun1247	Pinjarup	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
i	0000pinjarup	nyun1247	Pinjarup	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
u	0000pinjarup	nyun1247	Pinjarup	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
a	0000pinjarup	nyun1247	Pinjarup	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
e	0000pinjarup	nyun1247	Pinjarup	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
o	0000pinjarup	nyun1247	Pinjarup	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
t	0000wardandi	nyun1247	Wardandi	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ʈ	0000wardandi	nyun1247	Wardandi	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ȶ	0000wardandi	nyun1247	Wardandi	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
k	0000wardandi	nyun1247	Wardandi	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
p	0000wardandi	nyun1247	Wardandi	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
n	0000wardandi	nyun1247	Wardandi	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ɳ	0000wardandi	nyun1247	Wardandi	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ȵ	0000wardandi	nyun1247	Wardandi	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ŋ	0000wardandi	nyun1247	Wardandi	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
m	0000wardandi	nyun1247	Wardandi	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
l	0000wardandi	nyun1247	Wardandi	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ɭ	0000wardandi	nyun1247	Wardandi	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ȴ	0000wardandi	nyun1247	Wardandi	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
r	0000wardandi	nyun1247	Wardandi	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ɻ	0000wardandi	nyun1247	Wardandi	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
j	0000wardandi	nyun1247	Wardandi	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
w	0000wardandi	nyun1247	Wardandi	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
i	0000wardandi	nyun1247	Wardandi	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
u	0000wardandi	nyun1247	Wardandi	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
a	0000wardandi	nyun1247	Wardandi	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
e	0000wardandi	nyun1247	Wardandi	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
o	0000wardandi	nyun1247	Wardandi	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
t	nyun1247		Wajuk	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ʈ	nyun1247		Wajuk	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ȶ	nyun1247		Wajuk	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
k	nyun1247		Wajuk	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
p	nyun1247		Wajuk	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
n	nyun1247		Wajuk	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ɳ	nyun1247		Wajuk	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ȵ	nyun1247		Wajuk	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ŋ	nyun1247		Wajuk	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
m	nyun1247		Wajuk	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
l	nyun1247		Wajuk	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ɭ	nyun1247		Wajuk	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ȴ	nyun1247		Wajuk	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
r	nyun1247		Wajuk	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ɻ	nyun1247		Wajuk	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
j	nyun1247		Wajuk	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
w	nyun1247		Wajuk	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
i	nyun1247		Wajuk	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
u	nyun1247		Wajuk	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
a	nyun1247		Wajuk	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
e	nyun1247		Wajuk	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
o	nyun1247		Wajuk	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
t	0000wiilman	nyun1247	Wiilman	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ʈ	0000wiilman	nyun1247	Wiilman	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ȶ	0000wiilman	nyun1247	Wiilman	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
k	0000wiilman	nyun1247	Wiilman	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
p	0000wiilman	nyun1247	Wiilman	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
n	0000wiilman	nyun1247	Wiilman	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ɳ	0000wiilman	nyun1247	Wiilman	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ȵ	0000wiilman	nyun1247	Wiilman	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ŋ	0000wiilman	nyun1247	Wiilman	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
m	0000wiilman	nyun1247	Wiilman	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
l	0000wiilman	nyun1247	Wiilman	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ɭ	0000wiilman	nyun1247	Wiilman	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ȴ	0000wiilman	nyun1247	Wiilman	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
r	0000wiilman	nyun1247	Wiilman	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ɻ	0000wiilman	nyun1247	Wiilman	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
j	0000wiilman	nyun1247	Wiilman	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
w	0000wiilman	nyun1247	Wiilman	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
i	0000wiilman	nyun1247	Wiilman	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
u	0000wiilman	nyun1247	Wiilman	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
a	0000wiilman	nyun1247	Wiilman	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
e	0000wiilman	nyun1247	Wiilman	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
o	0000wiilman	nyun1247	Wiilman	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
t	0000wudjari	nyun1247	Wudjari	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ʈ	0000wudjari	nyun1247	Wudjari	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ȶ	0000wudjari	nyun1247	Wudjari	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
k	0000wudjari	nyun1247	Wudjari	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
p	0000wudjari	nyun1247	Wudjari	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
n	0000wudjari	nyun1247	Wudjari	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ɳ	0000wudjari	nyun1247	Wudjari	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ȵ	0000wudjari	nyun1247	Wudjari	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ŋ	0000wudjari	nyun1247	Wudjari	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
m	0000wudjari	nyun1247	Wudjari	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
l	0000wudjari	nyun1247	Wudjari	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ɭ	0000wudjari	nyun1247	Wudjari	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ȴ	0000wudjari	nyun1247	Wudjari	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
r	0000wudjari	nyun1247	Wudjari	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ɻ	0000wudjari	nyun1247	Wudjari	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
j	0000wudjari	nyun1247	Wudjari	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
w	0000wudjari	nyun1247	Wudjari	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
i	0000wudjari	nyun1247	Wudjari	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
u	0000wudjari	nyun1247	Wudjari	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
a	0000wudjari	nyun1247	Wudjari	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
e	0000wudjari	nyun1247	Wudjari	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
o	0000wudjari	nyun1247	Wudjari	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
t	0000yuwat	nyun1247	Yuwat	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ʈ	0000yuwat	nyun1247	Yuwat	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ȶ	0000yuwat	nyun1247	Yuwat	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
k	0000yuwat	nyun1247	Yuwat	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
p	0000yuwat	nyun1247	Yuwat	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
n	0000yuwat	nyun1247	Yuwat	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ɳ	0000yuwat	nyun1247	Yuwat	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ȵ	0000yuwat	nyun1247	Yuwat	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ŋ	0000yuwat	nyun1247	Yuwat	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
m	0000yuwat	nyun1247	Yuwat	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
l	0000yuwat	nyun1247	Yuwat	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ɭ	0000yuwat	nyun1247	Yuwat	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ȴ	0000yuwat	nyun1247	Yuwat	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
r	0000yuwat	nyun1247	Yuwat	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
ɻ	0000yuwat	nyun1247	Yuwat	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
j	0000yuwat	nyun1247	Yuwat	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
w	0000yuwat	nyun1247	Yuwat	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
i	0000yuwat	nyun1247	Yuwat	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
u	0000yuwat	nyun1247	Yuwat	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
a	0000yuwat	nyun1247	Yuwat	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
e	0000yuwat	nyun1247	Yuwat	Douglas 1976	http://glottolog.org/resource/reference/id/5027	Please see also the general comparative notes on Australian inventories. This inventory is tentative.
